[Code]|[ControlNumber]|[Name]|[OKPID]
92 2980|7|Продукты переработки молока прочие введен Изменением N 78/2010 ОКП, утв. Приказом Ростехрегулирования т 24.05.2010 N 80-ст)|42669
92 2990|1|Побочные продукты переработки молока прочие введен Изменением N 78/2010 ОКП, утв. Приказом Ростехрегулирования т 24.05.2010 N 80-ст)|42670
92 3000|0|Отходы мясной и молочной промышленности|42671
92 3100|4|Отходы мясной и птицеперерабатывающей промышленности (включая отходы производства яйцепродуктов)|42672
92 3110|9|Отходы мясной промышленности|42673
92 3111|4|Конфискаты ветеринарные|42674
92 3112|2|Отходы при переработке скота всех видов|42675
92 3113|5|Отходы производства и хранения мясных продуктов|42676
92 3114|0|Отходы производства эндокринно-ферментного и специального сырья|42677
92 3115|6|Отходы клеежелатиновой промышленности|42678
92 3119|8|Отходы мясной промышленности прочие|42679
92 3120|3|Отходы птицеперерабатывающей промышленности|42680
92 3121|9|Отходы при переработке птицы|42681
92 3122|4|Отходы при переработке перо-пухового сырья|42682
92 3123|6|Отходы производства яйцепродуктов|42683
92 3124|5|Отходы при переработке кроликов|42684
92 3129|2|Отходы птицеперерабатывающей промышленности прочие|42685
92 3200|8|Отходы молочной и маслосыродельной промышленности|42686
92 3210|2|Отходы молочной промышленности|42687
92 3211|8|Отходы производства цельномолочной продукции|42688
92 3212|3|Отходы производства молочных консервов|42689
92 3213|9|Брак санитарный молока и молочных продуктов|42690
92 3220|7|Отходы маслосыродельной промышленности|42691
92 3221|2|Отходы производства масла|42692
92 3222|8|Отходы производства сыров|42693
92 3229|6|Отходы молочной и маслосыродельной промышленности прочие|42694
92 4000|3|Улов рыбы (без китов, морского зверя, морепродуктов и ракообразных)|42695
92 4030|7|Улов рыбы в пресноводных водоемах *|42696
92 4040|1|Улов рыбы в озерах *|42697
92 4050|6|Улов рыбы в реках *|42698
92 4060|0|Улов рыбы в водохранилищах *|42699
92 4070|5|Рыба товарная прудовых рыбоводных хозяйств (улов) *|42700
92 4090|4|Рыба прочая *|42701
92 4100|7|Сельдь|42702
92 4101|2|Сельдь нежирная *|42703
92 4110|1|Сельдь атлантическая|42704
92 4120|6|Сельдь тихоокеанская|42705
92 4130|0|Сельдь / каспийско-черноморская|42706
92 4131|6|- азово-черноморская|42707
92 4132|1|- азово-донская|42708
92 4133|7|- дунайская|42709
92 4134|2|- керченская|42710
92 4135|8|- каспийская|42711
92 4136|3|- черноспинка (залом)|42712
92 4140|5|Сельдь прочая|42713
92 4141|0|Сельдь круглая (этрумеус)|42714
92 4142|6|Опистонема|42715
92 4143|1|Помолобус|42716
92 4144|7|Сельдь фолклендская (южная)|42717
92 4147|3|Белоция|42718
92 4200|0|Сардины, килька и другие рыбы|42719
92 4205|8|Салака, сардель (шпрот) *|42720
92 4210|5|Сардины|42721
92 4211|0|Сардина атлантическая (пилчард)|42722
92 4212|6|Сардинелла|42723
92 4213|1|Сардинопс|42724
92 4214|7|Иваси|42725
92 4220|4|Килька, салака и другие рыбы|42726
92 4222|0|Килька|42727
92 4223|6|Тюлька|42728
92 4225|7|Салака|42729
92 4226|2|Сардель (шпрот черноморский)|42730
92 4227|8|Шпрот североморский|42731
92 4228|3|Корюшка|42732
92 4229|9|Снеток|42733
92 4230|4|Анчоусовые рыбы|42734
92 4231|8|Хамса|42735
92 4232|5|Анчоус|42736
92 4240|9|Макрелещуковые рыбы|42737
92 4241|4|Сайра|42738
92 4242|1|Макрелещука|42739
92 4250|3|Зубатка /|42740
92 4251|9|- пестрая|42741
92 4252|4|- полосатая|42742
92 4253|5|- синяя|42743
92 4260|8|Нототения /|42744
92 4261|3|- мраморная|42745
92 4262|9|- зеленая|42746
92 4263|4|- сквама (нототения серая)|42747
92 4270|2|Рыба-кабан|42748
92 4280|7|Пристипома|42749
92 4300|4|Тресковые рыбы|42750
92 4301|4|Пикша, сайда *|42751
92 4310|9|Треска, пикша, сайда|42752
92 4311|4|Треска|42753
92 4312|8|Пикша|42754
92 4313|5|Сайда|42755
92 4320|3|Мерланг|42756
92 4330|8|Хек /|42757
92 4331|3|- серебристый|42758
92 4332|9|- тихоокеанский|42759
92 4340|2|Минтай|42760
92 4350|7|Налим /|42761
92 4351|2|- морской|42762
92 4352|8|- речной и озерный|42763
92 4360|1|Навага, сайка, путассу, макрурус|42764
92 4361|7|Навага|42765
92 4362|2|Полярная тресочка (сайка)|42766
92 4363|8|Путассу|42767
92 4364|3|Макрурус|42768
92 4390|5|Прочие тресковые рыбы|42769
92 4400|8|Камбала, палтус, морской окунь и другие рыбы|42770
92 4403|4|Тунец, мечеобразные *|42771
92 4404|1|Акулы, скаты *|42772
92 4410|2|Камбала /|42773
92 4411|8|- атлантическая|42774
92 4412|3|- дальневосточная|42775
92 4413|9|- азово-черноморская|42776
92 4420|7|Палтус /|42777
92 4421|2|- белокорый (обыкновенный)|42778
92 4422|8|- корейский|42779
92 4423|3|- синекорый|42780
92 4424|9|- стрелозубый|42781
92 4430|1|Окунь морской / (скорпена)|42782
92 4431|7|- атлантический|42783
92 4440|6|Берикс, макруронус и другие рыбы|42784
92 4441|1|Берикс|42785
92 4442|7|Макруронус|42786
92 4443|2|Рыба-сабля|42787
92 4444|8|Снек|42788
92 4445|3|Терпуг|42789
92 4446|9|Гладкоголов|42790
92 4447|4|Мавроликус|42791
92 4448|6|Красноглазка|42792
92 4449|5|Эпигонус|42793
92 4450|0|Карась морской /|42794
92 4451|6|- кубинский|42795
92 4452|1|- океанический|42796
92 4453|7|- серый (бесуго)|42797
92 4460|5|Угольная рыба|42798
92 4470|7|Тунец|42799
92 4480|4|Акула /|42800
92 4481|0|- сельдевая|42801
92 4482|5|- серо-голубая|42802
92 4483|0|- макрелевая|42803
92 4484|6|- кунья|42804
92 4485|1|- серая|42805
92 4486|7|Акула-бык|42806
92 4487|2|Акула синяя|42807
92 4488|8|Акула-молот|42808
92 4489|3|Акула колючая (акула-катран)|42809
92 4490|9|Скаты|42810
92 4491|4|Скат звездчатый|42811
92 4492|4|Скат листовидный|42812
92 4493|5|Скат северный|42813
92 4500|1|Мойва, аргентина, пеламида и другие рыбы|42814
92 4510|6|Мойва|42815
92 4520|0|Аргентина|42816
92 4521|6|Серебрянка|42817
92 4530|5|Пеламида (бонито)|42818
92 4540|3|Ставрида /|42819
92 4541|5|- океаническая|42820
92 4542|0|- черноморская|42821
92 4550|4|Скумбрия /|42822
92 4551|7|- океаническая|42823
92 4552|5|- дальневосточная|42824
92 4553|0|- черноморская|42825
92 4554|6|- австралийская|42826
92 4560|9|Бычок /|42827
92 4561|4|- азово-черноморский|42828
92 4562|0|- дальневосточный|42829
92 4570|3|Кефаль /|42830
92 4571|9|- азово-черноморская|42831
92 4572|4|- каспийская|42832
92 4573|4|- океаническая (пелингас)|42833
92 4575|0|Лобан|42834
92 4580|8|Осетровые рыбы|42835
92 4581|3|Осетр|42836
92 4582|9|Севрюга|42837
92 4583|4|Белуга|42838
92 4584|8|Шип|42839
92 4585|5|Стерлядь|42840
92 4586|0|Калуга|42841
92 4588|1|Бестер|42842
92 4590|2|Сиговые рыбы|42843
92 4591|8|Муксун|42844
92 4592|3|Омуль|42845
92 4593|9|Пелядь (сырок)|42846
92 4594|4|Сиг европейский|42847
92 4595|1|Сиг сибирский (пыжьян)|42848
92 4596|5|Сиг амурский|42849
92 4597|0|Тугун (сельдь сосвинская)|42850
92 4598|6|Чир (чирус)|42851
92 4600|5|Лососевые рыбы|42852
92 4601|0|Лососевые прочие *|42853
92 4610|0|Лососи дальневосточные|42854
92 4611|5|Кета|42855
92 4612|0|Горбуша|42856
92 4613|6|Кижуч|42857
92 4614|1|Нерка (красная)|42858
92 4615|7|Чавыча|42859
92 4616|2|Сима|42860
92 4620|4|Лососи благородные|42861
92 4621|3|Лосось балтийский|42862
92 4622|5|Лосось каспийский|42863
92 4623|0|Семга|42864
92 4624|6|Кумжа|42865
92 4625|1|Форель ручьевая и озерная|42866
92 4626|7|Форель севанская|42867
92 4627|2|Форель прудовых хозяйств|42868
92 4628|8|Лох|42869
92 4630|9|Голец|42870
92 4631|4|Мальма (голец дальневосточный)|42871
92 4632|7|Голец арктический (северный)|42872
92 4633|5|Палия|42873
92 4634|0|Кунджа|42874
92 4690|6|Нельма, белорыбица, таймень|42875
92 4691|1|Нельма|42876
92 4692|7|Белорыбица|42877
92 4693|2|Таймень|42878
92 4700|9|Рыба пресноводная|42879
92 4703|5|Сазан *|42880
92 4705|6|Амур *|42881
92 4706|1|Толстолобик *|42882
92 4710|3|Угорь /|42883
92 4711|9|- речной|42884
92 4712|4|- балтийский|42885
92 4720|8|Минога /|42886
92 4721|3|- речная|42887
92 4722|9|- дальневосточная|42888
92 4730|2|Вобла, тарань|42889
92 4731|8|Тарань азовская|42890
92 4734|4|Вобла|42891
92 4740|7|Судак /|42892
92 4741|2|- пресноводный|42893
92 4742|8|- прудовых хозяйств|42894
92 4750|1|Сазан /, сом и другие рыбы|42895
92 4751|7|- пресноводный|42896
92 4752|2|- прудовых хозяйств|42897
92 4753|8|Лещ|42898
92 4754|3|Сом (пресноводный)|42899
92 4755|9|Амур белый|42900
92 4756|4|Амур черный|42901
92 4757|1|Амур прудовых хозяйств|42902
92 4758|5|Толстолобик пресноводный|42903
92 4759|0|Толстолобик прудовых хозяйств|42904
92 4760|6|Щука /|42905
92 4761|1|- пресноводная|42906
92 4762|7|- прудовых хозяйств|42907
92 4770|0|Карп /|42908
92 4771|6|- пресноводный|42909
92 4772|1|- прудовых хозяйств|42910
92 4780|5|Шемая /|42911
92 4781|0|- каспийская|42912
92 4782|6|- азово-черноморская|42913
92 4790|6|Рыбец /|42914
92 4791|5|- каспийский|42915
92 4792|0|- азово-черноморский|42916
92 4793|6|- балтийский|42917
92 4800|2|Рыба пресноводная прочая|42918
92 4810|7|Верхогляд и другие рыбы|42919
92 4814|9|Верхогляд|42920
92 4815|4|Вырезуб|42921
92 4817|5|Голавль|42922
92 4818|0|Густера|42923
92 4820|1|Елец и другие рыбы|42924
92 4821|7|Елец|42925
92 4823|8|Желтощек|42926
92 4824|3|Жерех|42927
92 4826|4|Белоглазка|42928
92 4830|6|Красноперка и другие рыбы|42929
92 4831|1|Красноперка|42930
92 4834|8|Карась речной и озерный|42931
92 4835|3|Карась прудовых хозяйств|42932
92 4836|9|Конь-рыба|42933
92 4837|4|Кутум|42934
92 4838|1|Ерш дальневосточный|42935
92 4839|5|Линь|42936
92 4840|0|Окунь и другие рыбы|42937
92 4841|6|Мелочь I группы|42938
92 4842|1|Мелочь II группы|42939
92 4844|2|Окунь|42940
92 4850|5|Плотва и другие рыбы|42941
92 4851|0|Плотва (сорога, чебак)|42942
92 4855|2|Ряпушка|42943
92 4857|3|Ряпушка прудовых хозяйств|42944
92 4860|2|Синец и другие рыбы|42945
92 4861|5|Синец|42946
92 4864|1|Усач|42947
92 4865|7|Чехонь|42948
92 4870|4|Хариус и другие рыбы|42949
92 4871|6|Хариус|42950
92 4873|0|Подуст|42951
92 4875|1|Язь|42952
92 4900|6|Рыба морская прочая|42953
92 4901|1|Рыба морская крупная прочая *|42954
92 4902|7|Рыба морская мелкая прочая *|42955
92 4910|0|Горбылевые рыбы|42956
92 4911|6|Горбыль|42957
92 4912|1|Капитан|42958
92 4913|7|Умбрина|42959
92 4914|2|Форель морская|42960
92 4916|3|Крокер|42961
92 4920|5|Мерроу, окуни рифовые|42962
92 4921|0|Мерроу|42963
92 4922|6|Парго|42964
92 4923|1|Паргетта|42965
92 4924|7|Капродон|42966
92 4925|2|Лутьян|42967
92 4926|8|Куберо|42968
92 4927|3|Рабирубия (рубия)|42969
92 4928|9|Биахайба|42970
92 4929|4|Ариома|42971
92 4930|9|Атерина, бельдюга и другие рыбы|42972
92 4931|5|Атерина (ферина)|42973
92 4932|0|Альбула|42974
92 4933|6|Бельдюга|42975
92 4934|1|Барабуля|42976
92 4935|7|Баттерфиш|42977
92 4936|2|Вомер|42978
92 4937|8|Губан (перро)|42979
92 4938|3|Джакас|42980
92 4939|9|Дрепана (рыба-лопата)|42981
92 4940|4|Заурида и другие рыбы|42982
92 4941|2|Заурида (саурида)|42983
92 4942|5|Змееголов|42984
92 4943|0|Зубан|42985
92 4944|6|Барракуда (щука морская)|42986
92 4945|1|Каранкс|42987
92 4946|7|Клыкач|42988
92 4947|2|Угорь морской|42989
92 4948|8|Лещ морской|42990
92 4949|3|Лимонема|42991
92 4950|9|Лихия и другие рыбы|42992
92 4951|4|Лихия|42993
92 4952|6|Летрина|42994
92 4953|5|Лаврак|42995
92 4954|0|Ледяная рыба|42996
92 4955|6|Луфарь|42997
92 4956|1|Мольва|42998
92 4957|7|Марлин|42999
92 4958|2|Масляная рыба|43000
92 4959|8|Макрель|43001
92 4960|3|Меч-рыба и другие рыбы|43002
92 4961|9|Меч-рыба|43003
92 4962|4|Муренощука|43004
92 4963|0|Ерш морской|43005
92 4964|5|Мелочь III группы|43006
92 4965|0|Нигрита|43007
92 4966|6|Нитепер|43008
92 4967|1|Рогатка|43009
92 4968|7|Окунь каменный|43010
92 4969|2|Полинемус|43011
92 4970|8|Пагр и другие рыбы|43012
92 4971|3|Пагр (пагрус)|43013
92 4972|9|Парусник|43014
92 4973|4|Петух морской|43015
92 4974|3|Плоскоголов|43016
92 4975|5|Песчанка|43017
92 4976|0|Грантер|43018
92 4977|6|Помпано серебристый|43019
92 4978|1|Пила-рыба|43020
92 4979|7|Ронко|43021
92 4980|2|Рыба летучая и другие рыбы|43022
92 4981|8|Рыба летучая|43023
92 4982|3|Сарган|43024
92 4983|9|Сом морской|43025
92 4984|4|Сом океанический|43026
92 4985|7|Сладкогуб|43027
92 4986|5|Солнечник|43028
92 4987|0|Игла морская|43029
92 4988|6|Сериола (желтохвост)|43030
92 4989|1|Сериолелла|43031
92 4990|7|Сиганус и другие рыбы|43032
92 4991|2|Сиганус|43033
92 4992|8|Тайл-фиш|43034
92 4993|3|Скап океанический|43035
92 4994|9|Строма|43036
92 4995|4|Смарида|43037
92 4996|0|Тюрбо|43038
92 4997|5|Чопа (чоп)|43039
92 4998|0|Хиннис|43040
92 4999|6|Язык морской|43041
92 5000|6|Добыча китов, морского зверя, морепродуктов и ракообразных|43042
92 5002|7|Добыча морских млекопитающих *|43043
92 5005|3|Добыча морепродуктов и ракообразных *|43044
92 5100|0|Киты|43045
92 5110|4|Киты усатые|43046
92 5111|4|Полосатик|43047
92 5112|5|Кит синий (голубой)|43048
92 5113|0|Финвал|43049
92 5114|6|Сейвал|43050
92 5115|1|Брайда|43051
92 5116|7|Полосатик малый (минке)|43052
92 5117|2|Горбатый (горбач)|43053
92 5120|9|Киты зубатые|43054
92 5122|8|Кашалот|43055
92 5124|0|Берардиус|43056
92 5125|6|Бутылконос|43057
92 5200|3|Морской зверь|43058
92 5210|8|Дельфины|43059
92 5211|3|Белуха|43060
92 5212|9|Дельфин-белобочка|43061
92 5213|4|Свинья морская|43062
92 5214|1|Свинья морская белокрылая|43063
92 5215|5|Афалина|43064
92 5220|2|Ластоногие|43065
92 5250|6|Тюлени настоящие|43066
92 5251|1|Тюлень / каспийский|43067
92 5252|7|- байкальский|43068
92 5253|2|- ладожский|43069
92 5254|8|- гренландский|43070
92 5255|3|- полосатый (крылатка)|43071
92 5256|9|Нерпа|43072
92 5258|6|Заяц морской|43073
92 5259|5|Серка, сиварь|43074
92 5260|0|Белек и другие|43075
92 5261|6|Белек|43076
92 5262|1|Зеленец|43077
92 5263|7|Хохлач|43078
92 5264|2|Хохлачонок|43079
92 5270|5|Тюлени ушастые|43080
92 5271|0|Сивуч|43081
92 5272|6|Котик морской|43082
92 5273|1|Самка|43083
92 5274|7|Секач|43084
92 5275|2|Полусекач|43085
92 5276|8|Холостяк|43086
92 5277|3|Котик серебристый|43087
92 5278|9|Детеныш черненький|43088
92 5280|7|Моржи /|43089
92 5281|5|- тихоокеанские|43090
92 5282|0|- атлантические|43091
92 5300|7|Ракообразные и моллюски|43092
92 5302|8|Лангусты и омары *|43093
92 5304|9|Мидии и устрицы *|43094
92 5310|1|Крабы|43095
92 5311|7|Краб настоящий|43096
92 5312|2|Крабоид|43097
92 5314|3|Крабы прочие|43098
92 5320|6|Креветки / и шримсы|43099
92 5321|1|- примитивные|43100
92 5322|7|- тропические (пенеусы)|43101
92 5323|2|- тропические шельфовые|43102
92 5324|8|- тропические глубоководные|43103
92 5325|3|- северные|43104
92 5326|9|- травяные дальневосточные|43105
92 5327|4|- травяные черноморские|43106
92 5328|2|- песчаные|43107
92 5329|5|Шримс-медвежонок|43108
92 5330|0|Омары, лангусты, раки|43109
92 5331|6|Омары|43110
92 5332|1|Лангусты|43111
92 5333|7|Раки пресноводные|43112
92 5350|3|Криль|43113
92 5340|5|Моллюски|43114
92 5351|5|Кальмары и каракатицы|43115
92 5352|0|Осьминог|43116
92 5353|6|Леда|43117
92 5354|1|Рапана|43118
92 5355|7|Мидия|43119
92 5356|2|Гребешок морской|43120
92 5357|8|Устрицы|43121
92 5360|4|Иглокожие|43122
92 5361|7|Трепанг|43123
92 5362|5|Кукумария|43124
92 5369|3|Иглокожие прочие|43125
92 5380|3|Ракообразные и моллюски прочие|43126
92 5381|9|Ракообразные прочие|43127
92 5382|4|Моллюски прочие|43128
92 5400|0|Водоросли|43129
92 5410|5|Водоросли зеленые|43130
92 5420|0|Водоросли бурые|43131
92 5421|5|Десмарестия|43132
92 5422|0|Ламинария (морская капуста)|43133
92 5423|6|Алария дудчатая|43134
92 5424|1|Алария съедобная|43135
92 5425|7|Лессония|43136
92 5426|2|Аскофиллум|43137
92 5427|8|Фукусы|43138
92 5428|3|Цистозира бородатая|43139
92 5429|9|Саргассы|43140
92 5430|4|Водоросли красные|43141
92 5431|3|Фурцеллярия|43142
92 5432|5|Филлофора|43143
92 5433|0|Анфельция|43144
92 5434|6|Фондрус|43145
92 5440|9|Зоостера, фоллоспадикс|43146
92 5442|7|Зоостера|43147
92 5443|5|Филлоспадикс|43148
92 5450|3|Водоросли прочие|43149
92 6000|9|Продукция рыбная пищевая товарная (без рыбных консервов)|43150
92 6010|3|Рыба пряного посола и маринованная (включая сельдь) *|43151
92 6030|2|Рыба и морепродукты всех видов обработки (без сельди)|43152
92 6040|7|Рыба всех видов обработки неразделанная (без сельди) *|43153
92 6060|6|Рыба охлажденная, включая сельдь *|43154
92 6070|0|Рыба мороженая, включая сельдь *|43155
92 6100|2|Рыба свежемороженая (без сельди)|43156
92 6101|8|Судак мороженый *|43157
92 6102|3|Осетровые мороженые *|43158
92 6103|9|Лососевые мороженые *|43159
92 6104|4|Рыба мелкая мороженая *|43160
92 6105|1|Хек мороженый *|43161
92 6106|5|Скумбрия мороженая *|43162
92 6107|0|Ставрида мороженая *|43163
92 6108|6|Сардина мороженая *|43164
92 6109|1|Рыбное филе и рыба специальной разделки (полуфабрикаты) *|43165
92 6110|7|Рыба живая / (без сельди)|43166
92 6111|2|- неразделанная|43167
92 6120|1|Рыба охлажденная / (без сельди)|43168
92 6121|7|- неразделанная|43169
92 6122|2|- жаброванная|43170
92 6123|8|- потрошеная с головой|43171
92 6124|3|- потрошеная обезглавленная|43172
92 6129|0|- прочая|43173
92 6130|6|Рыба мороженая / (без сельди)|43174
92 6131|1|- неразделанная|43175
92 6132|7|- потрошеная с головой|43176
92 6133|2|- потрошеная обезглавленная|43177
92 6134|8|- разделанная на кусок|43178
92 6135|3|- жаброванная|43179
92 6136|9|- разделанная на пласт|43180
92 6137|4|- обезглавленная|43181
92 6140|0|Филе рыбное мороженое / (без сельди)|43182
92 6141|6|- без кожи|43183
92 6142|1|- с кожей|43184
92 6150|5|Рыба специальной разделки / (без сельди)|43185
92 6151|0|- разделанная на тушку|43186
92 6152|6|- разделанная на кусок|43187
92 6153|1|Наборы ухи мороженой|43188
92 6154|7|Спинки специальной разделки (балычок)|43189
92 6160|3|Фарш пищевой /|43190
92 6161|5|- особый|43191
92 6200|6|Рыба соленая, пряного посола и маринованная (без сельди)|43192
92 6201|1|Лососевые рыбы *|43193
92 6202|7|Семга, лосось *|43194
92 6203|2|Рыба мелкая *|43195
92 6204|8|Рыба пряного посола мелкая *|43196
92 6206|9|Заменитель сельди *|43197
92 6207|4|Рыба соленая (без сельди) *|43198
92 6208|9|Рыба слабо- и среднесоленая (без сельди) *|43199
92 6210|0|Рыба слабосоленая / (без сельди)|43200
92 6211|6|- неразделанная|43201
92 6212|1|- потрошеная с головой|43202
92 6213|7|- потрошеная обезглавленная|43203
92 6214|2|- внарезку|43204
92 6215|8|- разделанная на пласт с головой|43205
92 6216|3|- разделанная на пласт обезглавленный|43206
92 6217|9|- разделанная на пласт клипфискной разделки|43207
92 6218|4|- разделанная на кусок|43208
92 6219|2|- зябренная, жаброванная, полупотрошеная|43209
92 6220|5|Рыба среднесоленая / (без сельди)|43210
92 6221|0|- неразделанная|43211
92 6222|6|- потрошеная с головой|43212
92 6223|1|- потрошеная обезглавленная|43213
92 6225|2|- разделанная на пласт с головой|43214
92 6226|8|- разделанная на пласт обезглавленный|43215
92 6227|3|- разделанная на пласт клипфискной разделки|43216
92 6228|9|- разделанная на кусок|43217
92 6229|4|- зябренная, жаброванная, полупотрошеная|43218
92 6230|0|Рыба крепкосоленая / (без сельди)|43219
92 6231|5|- неразделанная|43220
92 6232|0|- потрошеная с головой|43221
92 6233|6|- потрошеная обезглавленная|43222
92 6235|7|- разделанная на пласт с головой|43223
92 6236|2|- разделанная на пласт обезглавленный|43224
92 6237|8|- разделанная на пласт клипфискной разделки|43225
92 6238|3|- разделанная на кусок|43226
92 6239|9|- зябренная, жаброванная, полупотрошеная|43227
92 6260|3|Рыба пряного посола и маринованная / (без сельди)|43228
92 6261|9|- неразделанная|43229
92 6262|4|- зябренная, жаброванная, полупотрошеная|43230
92 6263|0|- потрошеная обезглавленная|43231
92 6264|5|- разделанная на тушку|43232
92 6265|0|- потрошеная с головой|43233
92 6267|1|- обезглавленная|43234
92 6270|8|Рыба специального посола /|43235
92 6271|3|- неразделанная|43236
92 6273|4|- потрошеная обезглавленная|43237
92 6275|5|- потрошеная с головой|43238
92 6280|2|Рыба семужного посола /|43239
92 6281|8|- потрошеная|43240
92 6282|3|- семужной резки|43241
92 6283|9|Спинка семужного посола (балычок)|43242
92 6300|6|Рыба копченая, сушено-вяленая и балычные изделия (без сельди)|43243
92 6301|5|Рыба копченая (без сельди) *|43244
92 6302|0|Рыба копченая (включая сельдь) *|43245
92 6304|1|Рыба сушено-вяленая *|43246
92 6306|2|Балычные изделия *|43247
92 6310|4|Рыба холодного копчения /|43248
92 6311|0|- неразделанная|43249
92 6312|5|- зябренная, жаброванная|43250
92 6313|0|- потрошеная с головой|43251
92 6314|6|- потрошеная обезглавленная|43252
92 6315|1|- разделанная на пласт с головой, киперс|43253
92 6316|7|- разделанная на пласт обезглавленный|43254
92 6317|2|- разделанная на кусок|43255
92 6318|8|- филе|43256
92 6320|9|Рыба горячего копчения /|43257
92 6321|4|- неразделанная|43258
92 6322|3|- разделанная на кусок с костью|43259
92 6323|5|- потрошеная с головой|43260
92 6324|0|- потрошеная обезглавленная|43261
92 6325|6|Спинка горячего копчения|43262
92 6326|1|Рыба горячего копчения, разделанная на пласт|43263
92 6327|7|Рыба горячего копчения, разделанная на кусок (без кости)|43264
92 6328|2|Рулет, филе горячего копчения|43265
92 6329|8|Боковник горячего копчения|43266
92 6330|3|Рыба полугорячего копчения /|43267
92 6331|9|- неразделанная|43268
92 6332|4|- зябренная, жаброванная|43269
92 6333|7|- потрошеная с головой|43270
92 6334|5|- потрошеная обезглавленная|43271
92 6335|0|- разделанная на пласт с головой|43272
92 6336|6|- разделанная на пласт обезглавленный|43273
92 6337|1|- разделанная на кусок|43274
92 6340|8|Рыба сушеная /|43275
92 6341|3|- неразделанная|43276
92 6342|9|- зябренная|43277
92 6343|4|- потрошеная с головой|43278
92 6344|0|- потрошеная обезглавленная|43279
92 6345|5|- разделанная на пласт с головой|43280
92 6350|2|Рыба вяленая /|43281
92 6351|8|- неразделанная|43282
92 6352|3|- зябренная|43283
92 6353|9|- потрошеная с головой|43284
92 6354|4|- потрошеная обезглавленная|43285
92 6355|4|- разделанная на пласт с головой|43286
92 6356|5|- разделанная на пласт обезглавленный|43287
92 6357|0|- разделанная на полупласт|43288
92 6360|7|Балычные изделия холодного копчения (без сельди)|43289
92 6361|2|Спинка с головой холодного копчения|43290
92 6362|8|Спинка без головы холодного копчения (балык)|43291
92 6363|3|Кусок холодного копчения|43292
92 6364|9|Балычок холодного копчения|43293
92 6365|4|Теша холодного копчения|43294
92 6366|8|Боковник холодного копчения|43295
92 6367|5|Спинка холодного копчения внарезку (ломтики)|43296
92 6368|0|Теша холодного копчения внарезку (ломтики)|43297
92 6369|6|Боковники холодного копчения внарезку (ломтики)|43298
92 6370|1|Балычные изделия соленые (полуфабрикат)|43299
92 6371|7|Спинка соленая с головой|43300
92 6372|2|Спинка соленая без головы (балык)|43301
92 6373|8|Полуспинка соленая|43302
92 6374|3|Балычок соленый|43303
92 6375|9|Теша соленая|43304
92 6376|4|Боковник соленый|43305
92 6377|1|Спинка соленая внарезку (ломтики)|43306
92 6378|5|Теша соленая внарезку (ломтики)|43307
92 6380|6|Балычные изделия вяленые (провесные)|43308
92 6381|1|Спинка с головой вяленая (провесная)|43309
92 6382|7|Спинка без головы вяленая (провесная)|43310
92 6383|2|Полуспинка вяленая (провесная)|43311
92 6384|8|Балычок вяленый (провесной)|43312
92 6385|3|Теша вяленая (провесная)|43313
92 6389|5|Боковник вяленый (провесной)|43314
92 6390|0|Рыба провесная /|43315
92 6391|6|- неразделанная|43316
92 6395|8|- разделанная на пласт с головой|43317
92 6400|3|Икра|43318
92 6401|9|Икра частиковых рыб *|43319
92 6420|2|Икра осетровых рыб /|43320
92 6421|8|- зернистая|43321
92 6422|3|- паюсная|43322
92 6423|9|- ястычная|43323
92 6425|0|- сырец|43324
92 6430|7|Икра лососевых рыб /|43325
92 6431|2|- зернистая|43326
92 6433|3|- ястычная|43327
92 6439|6|- прочая|43328
92 6451|1|Икра мороженая ястычная|43329
92 6490|4|Икра / прочая|43330
92 6491|6|- минтая|43331
92 6492|5|- сельди|43332
92 6493|0|- трески|43333
92 6494|6|- камбалы|43334
92 6495|1|- палтуса|43335
92 6499|3|- прочих рыб|43336
92 6500|7|Морепродукты пищевые|43337
92 6501|2|Морская капуста мороженая *|43338
92 6502|8|Кальмар мороженый *|43339
92 6503|3|Мускул морского гребешка мороженый *|43340
92 6504|9|Креветки варено-мороженые *|43341
92 6505|4|Мидии варено-мороженые *|43342
92 6506|0|Крабы варено-мороженые *|43343
92 6507|5|Трепанг сушеный *|43344
92 6509|6|Морепродукты пищевые прочие *|43345
92 6510|1|Морепродукты охлажденные и свежие /|43346
92 6511|7|- неразделанные|43347
92 6512|2|- разделанные|43348
92 6513|8|Конечности|43349
92 6514|3|Мясо, мускул, мантия|43350
92 6516|4|Шейки в панцире|43351
92 6520|6|Морепродукты мороженые /|43352
92 6521|1|- неразделанные|43353
92 6522|7|- разделанные|43354
92 6523|2|Конечности|43355
92 6524|8|Мясо, мускул, мантия|43356
92 6525|3|Тушка|43357
92 6526|9|Шейки в панцире|43358
92 6527|4|Морепродукты шинкованные|43359
92 6528|8|Пасты|43360
92 6530|0|Морепродукты варено-мороженые /|43361
92 6531|6|- неразделанные|43362
92 6532|1|- разделанные|43363
92 6533|7|Конечности|43364
92 6534|2|Мускул и мантия|43365
92 6535|8|Мясо|43366
92 6536|3|Шейки в панцире|43367
92 6540|5|Морепродукты соленые /|43368
92 6541|0|- неразделанные|43369
92 6542|6|- разделанные|43370
92 6550|9|Морепродукты сушеные /|43371
92 6551|5|- неразделанные|43372
92 6552|0|- разделанные|43373
92 6554|1|Пасты и порошки пищевые сушеные|43374
