[Code]|[ControlNumber]|[Name]|[OKPID]
92 6555|7|Лапша|43375
92 6556|2|Крупка|43376
92 6560|4|Фарш мороженый из морепродуктов /|43377
92 6561|2|- пищевой|43378
92 6570|9|Морепродукты / копченые|43379
92 6571|4|- неразделанные холодного копчения|43380
92 6572|6|- разделанные холодного копчения|43381
92 6573|5|- неразделанные горячего копчения|43382
92 6574|0|- разделанные горячего копчения|43383
92 6600|0|Изделия кулинарные|43384
92 6610|5|Изделия жареные и печеные|43385
92 6611|0|Рыба жареная и печеная|43386
92 6612|6|Рыба отварная|43387
92 6614|7|Рыба копчено-печеная|43388
92 6615|2|Изделия из морепродуктов вареные, жареные и копченые|43389
92 6619|4|Изделия жареные и печеные прочие|43390
92 6620|5|Изделия рыбомучные|43391
92 6621|5|Пельмени|43392
92 6622|0|Пирожки, кулебяки, расстегаи, пончики|43393
92 6628|3|Изделия рыбомучные с морепродуктами|43394
92 6629|9|Изделия рыбомучные прочие|43395
92 6630|4|Изделия рыбоовощные|43396
92 6631|9|Салаты, винегреты|43397
92 6632|5|Солянка|43398
92 6633|0|Морепродукты с овощами|43399
92 6634|6|Рыба с овощами|43400
92 6640|9|Студни, заливные|43401
92 6641|4|Рыба и белковая паста "Океан" заливные|43402
92 6650|3|Изделия из фарша|43403
92 6651|9|Колбасы и сосиски|43404
92 6652|4|Изделия из фарша прочие|43405
92 6660|8|Первые и вторые блюда замороженные /|43406
92 6661|3|- из рыбы|43407
92 6664|0|- из китового мяса и морепродуктов|43408
92 6670|2|Изделия / из паст или с добавлением пасты|43409
92 6671|8|- с белковой пастой "Океан"|43410
92 6672|3|Пасты и паштеты из морепродуктов|43411
92 6674|4|Пасты и паштеты рыбные|43412
92 6676|5|Масло икорное и другие изделия из икры|43413
92 6677|0|Паста, масла селедочные, сельдь рубленая|43414
92 6680|7|Изделия в маринаде, соусах и заливках|43415
92 6681|2|Сельдь в соусах|43416
92 6682|8|Рыба океаническая в соусах и заливках|43417
92 6683|3|Рыба жареная, отварная в маринаде|43418
92 6684|9|Рыба закусочная|43419
92 6700|4|Отходы пищевые прочие (отходы пищевые от разделки)|43420
92 6701|5|Отходы пищевые, направленные на консервы *|43421
92 6710|9|Отходы пищевые от разделки охлажденные и мороженые|43422
92 6711|4|Головы|43423
92 6712|9|Приголовки|43424
92 6713|5|Наросты|43425
92 6714|0|Плавник|43426
92 6715|6|Позвоночник|43427
92 6716|1|Печень|43428
92 6717|7|Пупки, молоки, срезки|43429
92 6718|2|Внутренности, жиры|43430
92 6719|8|Хвостовые стебли и отходы прочие|43431
92 6720|3|Отходы пищевые от разделки соленые|43432
92 6721|9|Головы|43433
92 6722|4|Приголовки|43434
92 6723|2|Наросты|43435
92 6724|5|Печень, сердце, молоки|43436
92 6725|0|Пупки|43437
92 6726|6|Срезки, теша, плечики, икра|43438
92 6730|8|Отходы пищевые от разделки провесочные и копченые|43439
92 6731|3|Головы провесные и копченые|43440
92 6732|9|Головы холодного копчения|43441
92 6733|4|Головы горячего копчения|43442
92 6734|6|Приголовки от спинки|43443
92 6735|5|Приголовок от теши|43444
92 6736|0|Приголовки горячего и холодного копчения|43445
92 6737|6|Нарост от спинки|43446
92 6738|1|Нарост от теши|43447
92 6739|7|Нарост горячего и холодного копчения|43448
92 6740|2|Отходы пищевые сушеные|43449
92 6741|8|Плавники акул|43450
92 6742|3|Вязига|43451
92 6770|6|Изделия из паст или с добавлением пасты|43452
92 6800|8|Товары рыбные в расфасовке|43453
92 6820|7|Рыба специальной разделки /|43454
92 6823|3|- в красочных литографированных пакетах из синтетических пленок|43455
92 6824|9|- в картонных коробках|43456
92 6830|1|Филе рыбное мороженое /|43457
92 6831|7|- в полиэтиленовых пакетах|43458
92 6834|3|- в картонных коробках|43459
92 6840|6|Рыба холодного копчения /|43460
92 6842|7|- в пакетах из синтетических пленок|43461
92 6850|0|Балычные изделия холодного копчения /|43462
92 6851|6|- в полиэтиленовых пакетах|43463
92 6852|1|- в пакетах из синтетических пленок|43464
92 6854|2|- в картонных коробках|43465
92 6855|8|- в жестяных банках|43466
92 6856|3|- в стеклянных банках|43467
92 6860|5|Рыба соленая /|43468
92 6861|0|- в полиэтиленовых пакетах|43469
92 6865|2|- в жестяных банках|43470
92 6870|8|Рыба вяленая /|43471
92 6871|5|- в полиэтиленовых пакетах|43472
92 6874|1|- в картонных коробках|43473
92 6880|4|Морепродукты /|43474
92 6881|1|- в полиэтиленовых пакетах|43475
92 6882|5|- в пакетах из синтетических пленок|43476
92 6884|6|- в картонных коробках|43477
92 6890|9|Товары рыбные в расфасовке прочие|43478
92 6891|4|Супы сухие рыбные и с морепродуктами|43479
92 6900|1|Сельдь всех видов обработки|43480
92 6902|2|Сельдь соленая *|43481
92 6904|3|Сельдь слабого и среднего посола *|43482
92 6905|9|Сельдь копченая *|43483
92 6910|6|Сельдь охлажденная /|43484
92 6911|1|- неразделанная|43485
92 6920|0|Сельдь мороженая /|43486
92 6921|6|- неразделанная|43487
92 6922|1|- потрошеная обезглавленная|43488
92 6929|7|- прочая|43489
92 6930|5|Сельдь слабосоленая /|43490
92 6931|0|- неразделанная|43491
92 6932|6|- зябренная, жаброванная|43492
92 6933|1|- потрошеная с головой|43493
92 6934|7|- потрошеная обезглавленная|43494
92 6935|2|- разделанная на тушку|43495
92 6936|8|- разделанная на кусочки|43496
92 6937|3|- полупотрошеная|43497
92 6938|9|- обезглавленная|43498
92 6940|4|Сельдь среднесоленая /|43499
92 6941|5|- неразделанная|43500
92 6942|0|- зябренная, жаброванная|43501
92 6943|6|- потрошеная с головой|43502
92 6944|1|- потрошеная обезглавленная|43503
92 6945|7|- разделанная на тушку|43504
92 6946|2|- разделанная на кусочки|43505
92 6947|8|- полупотрошеная|43506
92 6948|3|- обезглавленная|43507
92 6950|4|Сельдь крепкосоленая /|43508
92 6951|8|- неразделанная|43509
92 6952|5|- зябренная, жаброванная|43510
92 6953|0|- потрошеная с головой|43511
92 6954|6|- потрошеная обезглавленная|43512
92 6955|1|- разделанная на тушку|43513
92 6956|7|- разделанная на кусочки|43514
92 6957|2|- полупотрошеная|43515
92 6958|8|- обезглавленная|43516
92 6960|9|Сельдь холодного копчения /|43517
92 6961|4|- неразделанная|43518
92 6962|1|- зябренная, жаброванная|43519
92 6963|5|- потрошеная обезглавленная|43520
92 6965|6|- разделанная на пласт|43521
92 6966|1|- потрошеная с головой|43522
92 6970|3|Сельдь горячего и полугорячего копчения /|43523
92 6971|9|- неразделанная|43524
92 6972|4|- зябренная, жаброванная|43525
92 6980|8|Балычные изделия из сельди /|43526
92 6981|3|- копчено-вяленые|43527
92 6982|9|- холодного копчения|43528
92 6983|4|- соленые|43529
92 6990|2|Сельдь пряного посола и маринованная /|43530
